ticket,order,date,time,time_msc,type,entry,magic,position_id,reason,volume,price,commission,swap,profit,fee,symbol,comment,external_id
609578111,627976308,2023-09-29,2023-09-29 12:18:54,1695989934265,1,1,0,627974679,5,0.05,182.439,-0.14,0.0,3.48,0.0,GBPJPY,[tp 182.439],2074683243
609576551,627974679,2023-09-29,2023-09-29 12:02:49,1695988969285,0,0,0,627974679,0,0.05,182.329,-0.14,0.0,0.0,0.0,GBPJPY,,2074665958
609549170,627947478,2023-09-29,2023-09-29 09:18:53,1695979133896,1,1,100,627946859,3,0.05,1869.14,-0.14,0.0,4.77,0.0,XAUUSD,,2074330641
609549175,627947483,2023-09-29,2023-09-29 09:18:55,1695979135621,1,1,100,627946859,3,0.01,1869.24,-0.03,0.0,1.05,0.0,XAUUSD,,2074330713
609549174,627947482,2023-09-29,2023-09-29 09:18:55,1695979135469,1,1,100,627946859,3,0.01,1869.24,-0.03,0.0,1.05,0.0,XAUUSD,,2074330682
609549172,627947480,2023-09-29,2023-09-29 09:18:54,1695979134688,1,1,100,627946859,3,0.02,1869.14,-0.06,0.0,1.9100000000000001,0.0,XAUUSD,,2074330664
609606268,628005371,2023-09-29,2023-09-29 15:33:49,1696001629431,0,1,100,628003987,3,0.02,1868.62,-0.06,0.0,3.27,0.0,XAUUSD,,2074997622
609548551,627946859,2023-09-29,2023-09-29 09:15:50,1695978950921,0,0,0,627946859,0,0.1,1868.13,-0.28,0.0,0.0,0.0,XAUUSD,,2074323554
609605780,628004889,2023-09-29,2023-09-29 15:33:15,1696001595921,0,1,0,628004182,0,0.05,1869.5,-0.14,0.0,6.84,0.0,XAUUSD,,2074992507
609613676,628012928,2023-09-29,2023-09-29 16:01:16,1696003276394,0,0,0,628012928,0,0.05,182.836,-0.14,0.0,0.0,0.0,GBPJPY,,2075076927
609606380,628005480,2023-09-29,2023-09-29 15:33:55,1696001635556,0,1,100,628003987,3,0.01,1868.36,-0.03,0.0,1.88,0.0,XAUUSD,,2074998732
609617013,628016337,2023-09-29,2023-09-29 16:11:17,1696003877335,1,1,100,628013951,3,0.05,182.746,-0.14,0.0,-0.73,0.0,GBPJPY,,2075111627
609606409,628005507,2023-09-29,2023-09-29 15:33:56,1696001636748,0,1,100,628003987,3,0.01,1868.28,-0.03,0.0,1.95,0.0,XAUUSD,,2074999005
609663795,628063645,2023-09-29,2023-09-29 18:31:30,1696012290713,0,1,0,628063529,0,0.05,1855.01,-0.14,0.0,-2.13,0.0,XAUUSD,,2075621597
609617014,628016338,2023-09-29,2023-09-29 16:11:17,1696003877483,1,1,100,628012928,3,0.05,182.746,-0.14,0.0,-2.85,0.0,GBPJPY,,2075111639
609663680,628063529,2023-09-29,2023-09-29 18:30:45,1696012245846,1,0,0,628063529,0,0.05,1854.56,-0.14,0.0,0.0,0.0,XAUUSD,,2075620350
609617011,628016335,2023-09-29,2023-09-29 16:11:17,1696003877183,1,1,100,628015244,3,0.05,182.746,-0.14,0.0,-0.06,0.0,GBPJPY,,2075111619
609615927,628015244,2023-09-29,2023-09-29 16:08:40,1696003720911,0,0,0,628015244,0,0.05,182.748,-0.14,0.0,0.0,0.0,GBPJPY,,2075099563
609614690,628013951,2023-09-29,2023-09-29 16:04:13,1696003453413,0,0,0,628013951,0,0.05,182.769,-0.14,0.0,0.0,0.0,GBPJPY,,2075087177
609607350,628006471,2023-09-29,2023-09-29 15:36:57,1696001817299,0,1,0,628003987,4,0.01,1869.81,-0.03,0.0,0.51,0.0,XAUUSD,[sl 1869.73],2075008995
609454939,627846235,2023-09-28,2023-09-28 17:02:44,1695920564777,0,0,0,627846235,0,0.3,182.008,-0.83,0.0,0.0,0.0,GBPJPY,,2073232862
609470673,627862120,2023-09-28,2023-09-28 17:48:41,1695923321572,1,1,100,627846235,3,0.08,182.144,-0.22,0.0,6.9,0.0,GBPJPY,,2073407221
609470670,627862116,2023-09-28,2023-09-28 17:48:41,1695923321421,1,1,100,627850606,3,0.14,182.144,-0.39,0.0,11.28,0.0,GBPJPY,,2073407210
609456411,627847748,2023-09-28,2023-09-28 17:07:28,1695920848617,1,1,100,627831313,3,0.02,181.941,-0.06,0.0,-1.73,0.0,GBPJPY,,2073249899
609456409,627847746,2023-09-28,2023-09-28 17:07:28,1695920848468,1,1,100,627834170,3,0.02,181.94,-0.06,0.0,-1.38,0.0,GBPJPY,,2073249893
609456408,627847745,2023-09-28,2023-09-28 17:07:28,1695920848316,1,1,100,627839839,3,0.02,181.941,-0.06,0.0,-0.97,0.0,GBPJPY,,2073249886
609456407,627847744,2023-09-28,2023-09-28 17:07:28,1695920848168,1,1,100,627846235,3,0.14,181.942,-0.39,0.0,-5.87,0.0,GBPJPY,,2073249881
609443133,627834170,2023-09-28,2023-09-28 16:30:16,1695918616205,0,0,0,627834170,0,0.1,182.049,-0.28,0.0,0.0,0.0,GBPJPY,,2073110449
609453890,627845174,2023-09-28,2023-09-28 17:00:20,1695920420394,1,1,100,627831313,3,0.05,181.891,-0.14,0.0,-5.91,0.0,GBPJPY,,2073220569
609453888,627845172,2023-09-28,2023-09-28 17:00:20,1695920420243,1,1,100,627834170,3,0.05,181.892,-0.14,0.0,-4.98,0.0,GBPJPY,,2073220563
609453887,627845171,2023-09-28,2023-09-28 17:00:20,1695920420086,1,1,100,627839839,3,0.05,181.891,-0.14,0.0,-4.0,0.0,GBPJPY,,2073220548
609448700,627839839,2023-09-28,2023-09-28 16:44:09,1695919449576,0,0,0,627839839,0,0.1,182.017,-0.28,0.0,0.0,0.0,GBPJPY,,2073163911
609440409,627831313,2023-09-28,2023-09-28 16:17:04,1695917824788,0,0,0,627831313,0,0.1,182.077,-0.28,0.0,0.0,0.0,GBPJPY,,2073077944
609357119,0,2023-09-28,2023-09-28 07:52:20,1695887540342,2,0,0,0,0,0.0,0.0,0.0,0.0,1090.0,0.0,,TrustPayments-FSA 53361902,
609470681,627862128,2023-09-28,2023-09-28 17:48:41,1695923321873,1,1,100,627834170,3,0.01,182.143,-0.03,0.0,0.6,0.0,GBPJPY,,2073407239
609470676,627862122,2023-09-28,2023-09-28 17:48:41,1695923321722,1,1,100,627839839,3,0.01,182.144,-0.03,0.0,0.81,0.0,GBPJPY,,2073407230
609459221,627850606,2023-09-28,2023-09-28 17:16:28,1695921388112,0,0,0,627850606,0,0.3,182.017,-0.83,0.0,0.0,0.0,GBPJPY,,2073283672
609470684,627862130,2023-09-28,2023-09-28 17:48:42,1695923322027,1,1,100,627831313,3,0.01,182.143,-0.03,0.0,0.42,0.0,GBPJPY,,2073407249
609470709,627862157,2023-09-28,2023-09-28 17:48:48,1695923328983,1,1,100,627850606,3,0.02,182.132,-0.06,0.0,1.46,0.0,GBPJPY,,2073407451
609479012,627870561,2023-09-28,2023-09-28 18:12:02,1695924722944,1,1,0,627846235,0,0.01,182.215,-0.03,0.0,1.31,0.0,GBPJPY,,2073502554
609475873,627867371,2023-09-28,2023-09-28 18:02:40,1695924160788,1,1,0,627850606,0,0.01,182.223,-0.03,0.0,1.31,0.0,GBPJPY,,2073466492
609470766,627862220,2023-09-28,2023-09-28 17:49:06,1695923346469,1,1,0,627839839,0,0.01,182.128,-0.03,0.0,0.7,0.0,GBPJPY,,2073408059
609470686,627862134,2023-09-28,2023-09-28 17:48:43,1695923323020,1,1,100,627850606,3,0.08,182.138,-0.22,0.0,6.14,0.0,GBPJPY,,2073407284
609470758,627862211,2023-09-28,2023-09-28 17:49:04,1695923344439,1,1,0,627831313,0,0.01,182.132,-0.03,0.0,0.35,0.0,GBPJPY,,2073407945
609470727,627862177,2023-09-28,2023-09-28 17:48:53,1695923333373,1,1,100,627850606,3,0.01,182.135,-0.03,0.0,0.75,0.0,GBPJPY,,2073407607
609470710,627862158,2023-09-28,2023-09-28 17:48:49,1695923329199,1,1,100,627846235,3,0.01,182.132,-0.03,0.0,0.79,0.0,GBPJPY,,2073407456
609470761,627862214,2023-09-28,2023-09-28 17:49:05,1695923345140,1,1,0,627834170,0,0.01,182.131,-0.03,0.0,0.52,0.0,GBPJPY,,2073407995
609470698,627862146,2023-09-28,2023-09-28 17:48:45,1695923325271,1,1,100,627846235,3,0.02,182.127,-0.06,0.0,1.51,0.0,GBPJPY,,2073407350
609470692,627862140,2023-09-28,2023-09-28 17:48:43,1695923323625,1,1,100,627831313,3,0.01,182.138,-0.03,0.0,0.39,0.0,GBPJPY,,2073407305
609470690,627862138,2023-09-28,2023-09-28 17:48:43,1695923323472,1,1,100,627834170,3,0.01,182.138,-0.03,0.0,0.56,0.0,GBPJPY,,2073407296
609470689,627862137,2023-09-28,2023-09-28 17:48:43,1695923323327,1,1,100,627839839,3,0.01,182.138,-0.03,0.0,0.77,0.0,GBPJPY,,2073407294
609470688,627862135,2023-09-28,2023-09-28 17:48:43,1695923323175,1,1,100,627846235,3,0.04,182.138,-0.11,0.0,3.3,0.0,GBPJPY,,2073407291
609470697,627862145,2023-09-28,2023-09-28 17:48:45,1695923325118,1,1,100,627850606,3,0.04,182.127,-0.11,0.0,2.79,0.0,GBPJPY,,2073407345
609191901,627572045,2023-09-27,2023-09-27 10:37:31,1695811051465,0,0,0,627572045,1,0.03,1897.13,-0.08,0.0,0.0,0.0,XAUUSD,,2070209848
609196001,627576891,2023-09-27,2023-09-27 11:21:44,1695813704533,1,0,0,627576891,0,0.03,1895.97,-0.08,0.0,0.0,0.0,XAUUSD,,2070256282
609194099,627574920,2023-09-27,2023-09-27 11:02:40,1695812560604,1,1,0,627573055,1,0.02,1896.98,-0.06,0.0,0.51,0.0,XAUUSD,,2070231902
609194098,627574919,2023-09-27,2023-09-27 11:02:40,1695812560499,1,1,0,627572045,1,0.03,1896.98,-0.08,0.0,-0.43,0.0,XAUUSD,,2070231900
609192837,627573055,2023-09-27,2023-09-27 10:48:15,1695811695849,0,0,0,627573055,1,0.02,1896.71,-0.06,0.0,0.0,0.0,XAUUSD,,2070218423
609191477,627571598,2023-09-27,2023-09-27 10:34:14,1695810854243,1,1,0,627567479,1,0.03,1896.96,-0.08,0.0,-5.53,0.0,XAUUSD,,2070205358
609199779,627580578,2023-09-27,2023-09-27 11:52:46,1695815566921,0,0,0,627580578,0,0.03,1897.18,-0.08,0.0,0.0,0.0,XAUUSD,,2070302946
609191478,627571600,2023-09-27,2023-09-27 10:34:14,1695810854564,1,1,0,627567622,1,0.03,1897.04,-0.08,0.0,-4.12,0.0,XAUUSD,,2070205384
609187693,627567622,2023-09-27,2023-09-27 10:06:33,1695809193853,0,0,0,627567622,1,0.03,1898.49,-0.08,0.0,0.0,0.0,XAUUSD,,2070162629
609187558,627567479,2023-09-27,2023-09-27 10:05:38,1695809138422,0,0,0,627567479,1,0.03,1898.91,-0.08,0.0,0.0,0.0,XAUUSD,,2070160492
609199687,627580485,2023-09-27,2023-09-27 11:51:28,1695815488148,0,1,0,627576891,0,0.03,1896.96,-0.08,0.0,-2.81,0.0,XAUUSD,,2070301375
609275863,627657929,2023-09-27,2023-09-27 17:57:06,1695837426518,0,0,0,627657929,1,0.01,181.355,-0.03,0.0,0.0,0.0,GBPJPY,,2071195902
609215302,627596528,2023-09-27,2023-09-27 14:05:14,1695823514827,1,1,0,627580578,1,0.01,1893.63,-0.03,0.0,-3.36,0.0,XAUUSD,,2070497912
609275774,627657837,2023-09-27,2023-09-27 17:56:52,1695837412568,1,1,0,627650043,1,0.01,1884.56,-0.03,0.0,-2.32,0.0,XAUUSD,,2071195319
609215596,627596842,2023-09-27,2023-09-27 14:07:57,1695823677966,1,1,0,627580578,1,0.01,1893.52,-0.03,0.0,-3.4699999999999998,0.0,XAUUSD,,2070500478
609290463,627672659,2023-09-27,2023-09-27 18:49:34,1695840574082,0,0,0,627672659,1,0.01,1882.04,-0.03,0.0,0.0,0.0,XAUUSD,,2071355871
609290453,627672646,2023-09-27,2023-09-27 18:49:30,1695840570496,1,1,0,627657929,1,0.01,181.42,-0.03,0.0,0.41,0.0,GBPJPY,,2071355796
609293449,627675737,2023-09-27,2023-09-27 19:03:05,1695841385504,1,1,0,627672659,6,0.01,1879.8,-0.03,0.0,-2.13,0.0,XAUUSD,[so at 49.44% ],2071389733
609268133,627650043,2023-09-27,2023-09-27 17:28:29,1695835709380,0,0,0,627650043,1,0.01,1887.0,-0.03,0.0,0.0,0.0,XAUUSD,,2071116239
609250060,627631935,2023-09-27,2023-09-27 16:42:01,1695832921394,0,1,0,627628624,0,0.01,1887.03,-0.03,0.0,2.33,0.0,XAUUSD,,2070912660
609246753,627628624,2023-09-27,2023-09-27 16:35:17,1695832517090,1,0,0,627628624,0,0.01,1889.48,-0.03,0.0,0.0,0.0,XAUUSD,,2070876773
609245881,627627733,2023-09-27,2023-09-27 16:33:20,1695832400555,1,1,0,627580578,0,0.01,1889.4,-0.03,0.0,-7.39,0.0,XAUUSD,,2070866426
609050034,627421411,2023-09-26,2023-09-26 14:32:56,1695738776350,0,0,0,627421411,1,0.03,1912.19,-0.08,0.0,0.0,0.0,XAUUSD,,2068569640
609055948,627427785,2023-09-26,2023-09-26 15:20:07,1695741607960,1,0,0,627427785,0,0.02,181.413,-0.06,0.0,0.0,0.0,GBPJPY,,2068640504
609053193,627424838,2023-09-26,2023-09-26 15:01:28,1695740488400,1,0,0,627424838,0,0.03,181.363,-0.08,0.0,0.0,0.0,GBPJPY,,2068607467
609052374,627423972,2023-09-26,2023-09-26 14:57:20,1695740240432,1,0,0,627423972,0,0.03,181.371,-0.08,0.0,0.0,0.0,GBPJPY,,2068596886
609052234,627423815,2023-09-26,2023-09-26 14:55:36,1695740136887,1,1,0,627422293,0,0.03,1911.56,-0.08,0.0,-2.41,0.0,XAUUSD,,2068594916
609050810,627422293,2023-09-26,2023-09-26 14:42:21,1695739341715,0,0,0,627422293,0,0.03,1912.41,-0.08,0.0,0.0,0.0,XAUUSD,,2068578199
609050604,627422053,2023-09-26,2023-09-26 14:39:45,1695739185946,1,1,0,627421027,0,0.03,1912.2,-0.08,0.0,-2.32,0.0,XAUUSD,,2068576164
609050602,627422051,2023-09-26,2023-09-26 14:39:44,1695739184872,1,1,0,627421411,0,0.03,1912.2,-0.08,0.0,0.03,0.0,XAUUSD,,2068576147
609045829,627417073,2023-09-26,2023-09-26 14:06:51,1695737211051,1,0,0,627417073,0,0.03,181.346,-0.08,0.0,0.0,0.0,GBPJPY,,2068518302
609049698,627421027,2023-09-26,2023-09-26 14:30:04,1695738604030,0,0,0,627421027,1,0.03,1913.02,-0.08,0.0,0.0,0.0,XAUUSD,,2068565762
609049541,627420849,2023-09-26,2023-09-26 14:28:24,1695738504273,0,1,0,627418838,1,0.03,181.475,-0.08,0.0,-2.07,0.0,GBPJPY,,2068563156
609048914,627420219,2023-09-26,2023-09-26 14:24:19,1695738259426,0,1,0,627417073,1,0.03,181.46,-0.08,0.0,-2.17,0.0,GBPJPY,,2068555391
609047574,627418838,2023-09-26,2023-09-26 14:17:42,1695737862656,1,0,0,627418838,1,0.03,181.366,-0.08,0.0,0.0,0.0,GBPJPY,,2068538203
609055977,627427815,2023-09-26,2023-09-26 15:20:20,1695741620334,0,1,0,627424838,0,0.03,181.421,-0.08,0.0,-1.1,0.0,GBPJPY,,2068641028
609027706,627398074,2023-09-26,2023-09-26 12:00:48,1695729648208,1,1,0,627392115,1,0.01,181.452,-0.03,0.0,0.69,0.0,GBPJPY,,2068364423
609022147,627392115,2023-09-26,2023-09-26 11:21:33,1695727293549,0,0,0,627392115,1,0.01,181.343,-0.03,0.0,0.0,0.0,GBPJPY,,2068292337
609055975,627427813,2023-09-26,2023-09-26 15:20:18,1695741618980,0,1,0,627427785,0,0.02,181.409,-0.06,0.0,0.05,0.0,GBPJPY,,2068640985
609052952,627424590,2023-09-26,2023-09-26 15:00:15,1695740415891,0,1,0,627423972,0,0.03,181.358,-0.08,0.0,0.25,0.0,GBPJPY,,2068604804
609055992,627427830,2023-09-26,2023-09-26 15:20:23,1695741623559,1,0,0,627427830,0,0.03,1911.68,-0.08,0.0,0.0,0.0,XAUUSD,,2068641219
609112759,627485825,2023-09-26,2023-09-26 18:31:33,1695753093917,1,1,0,627484733,1,0.03,1902.94,-0.08,0.0,-1.11,0.0,XAUUSD,,2069261768
609056857,627428690,2023-09-26,2023-09-26 15:23:52,1695741832895,0,1,0,627427830,0,0.03,1910.86,-0.08,0.0,2.32,0.0,XAUUSD,,2068650501
609117738,627490859,2023-09-26,2023-09-26 18:58:34,1695754714321,0,1,0,627489514,1,0.03,1902.18,-0.08,0.0,1.05,0.0,XAUUSD,,2069313643
609116355,627489514,2023-09-26,2023-09-26 18:53:09,1695754389160,1,0,0,627489514,1,0.03,1902.55,-0.08,0.0,0.0,0.0,XAUUSD,,2069299107
609113684,627486786,2023-09-26,2023-09-26 18:35:49,1695753349173,1,1,0,627486582,1,0.02,1904.29,-0.06,0.0,1.08,0.0,XAUUSD,,2069270344
609113643,627486743,2023-09-26,2023-09-26 18:35:46,1695753346827,1,1,0,627485973,1,0.01,1904.44,-0.03,0.0,1.3,0.0,XAUUSD,,2069270033
609113595,627486696,2023-09-26,2023-09-26 18:35:43,1695753343238,1,1,0,627477624,1,0.03,1904.28,-0.08,0.0,-0.88,0.0,XAUUSD,,2069269504
609113478,627486582,2023-09-26,2023-09-26 18:35:15,1695753315489,0,0,0,627486582,1,0.02,1903.72,-0.06,0.0,0.0,0.0,XAUUSD,,2069268438
609112905,627485973,2023-09-26,2023-09-26 18:32:20,1695753140478,0,0,0,627485973,1,0.01,1903.06,-0.03,0.0,0.0,0.0,XAUUSD,,2069263169
609111687,627484733,2023-09-26,2023-09-26 18:27:24,1695752844441,0,0,0,627484733,1,0.03,1903.33,-0.08,0.0,0.0,0.0,XAUUSD,,2069251493
609104446,627477624,2023-09-26,2023-09-26 18:05:49,1695751549469,0,0,0,627477624,1,0.03,1904.59,-0.08,0.0,0.0,0.0,XAUUSD,,2069173526
609085357,627458274,2023-09-26,2023-09-26 17:00:06,1695747606912,1,1,0,627457413,0,0.01,1908.52,-0.03,0.0,1.43,0.0,XAUUSD,,2068969086
609084526,627457413,2023-09-26,2023-09-26 16:58:44,1695747524116,0,0,0,627457413,0,0.01,1907.0,-0.03,0.0,0.0,0.0,XAUUSD,,2068958915
609066864,627438857,2023-09-26,2023-09-26 15:55:36,1695743736578,1,1,0,627437525,0,0.03,1910.72,-0.08,0.0,4.95,0.0,XAUUSD,,2068766561
609065556,627437525,2023-09-26,2023-09-26 15:50:43,1695743443622,0,0,0,627437525,0,0.03,1908.97,-0.08,0.0,0.0,0.0,XAUUSD,,2068751217
608864991,627224464,2023-09-25,2023-09-25 14:34:53,1695652493229,1,0,0,627224464,0,0.03,1924.02,-0.08,0.0,0.0,0.0,XAUUSD,,2066398774
608833060,627192860,2023-09-25,2023-09-25 11:13:53,1695640433045,1,0,0,627192860,1,0.03,1922.84,-0.08,0.0,0.0,0.0,XAUUSD,,2065876469
608835706,627194626,2023-09-25,2023-09-25 11:18:48,1695640728561,0,1,0,627192860,1,0.03,1921.99,-0.08,0.0,2.4,0.0,XAUUSD,,2065896162
608864739,627224207,2023-09-25,2023-09-25 14:33:16,1695652396981,1,0,0,627224207,0,0.02,181.826,-0.06,0.0,0.0,0.0,GBPJPY,,2066396095
608864778,627224249,2023-09-25,2023-09-25 14:33:34,1695652414133,0,1,0,627224207,0,0.02,181.81,-0.06,0.0,0.2,0.0,GBPJPY,,2066396688
608871589,627231276,2023-09-25,2023-09-25 15:22:08,1695655328288,0,1,0,627229039,1,0.01,1923.94,-0.03,0.0,0.93,0.0,XAUUSD,,2066471028
608869392,627229039,2023-09-25,2023-09-25 15:08:42,1695654522807,1,0,0,627229039,1,0.03,1924.93,-0.08,0.0,0.0,0.0,XAUUSD,,2066445420
608870800,627230506,2023-09-25,2023-09-25 15:18:14,1695655094716,0,1,0,627224464,1,0.03,1924.18,-0.08,0.0,-0.45,0.0,XAUUSD,,2066460651
608870809,627230516,2023-09-25,2023-09-25 15:18:17,1695655097381,0,1,0,627229039,1,0.02,1924.18,-0.06,0.0,1.41,0.0,XAUUSD,,2066460771
608707906,627054957,2023-09-22,2023-09-22 14:07:15,1695391635698,1,1,0,627033600,1,0.02,181.668,-0.06,0.0,-1.97,0.0,GBPJPY,,2064456685
608658773,627002306,2023-09-22,2023-09-22 09:01:52,1695373312896,0,0,0,627002306,1,0.01,181.814,-0.03,0.0,0.0,0.0,GBPJPY,,2063898540
608660208,627003851,2023-09-22,2023-09-22 09:18:38,1695374318790,1,1,0,627002306,1,0.01,181.968,-0.03,0.0,0.98,0.0,GBPJPY,,2063918640
608663450,627007375,2023-09-22,2023-09-22 09:49:18,1695376158010,1,1,0,627002296,1,0.01,182.179,-0.03,0.0,2.35,0.0,GBPJPY,,2063960981
608658762,627002296,2023-09-22,2023-09-22 09:01:49,1695373309958,0,0,0,627002296,1,0.01,181.807,-0.03,0.0,0.0,0.0,GBPJPY,,2063898433
608688586,627033941,2023-09-22,2023-09-22 11:32:30,1695382350960,0,0,0,627033941,0,0.02,181.734,-0.06,0.0,0.0,0.0,GBPJPY,,2064249416
608690941,627036487,2023-09-22,2023-09-22 11:49:55,1695383395280,0,0,0,627036487,0,0.02,181.533,-0.06,0.0,0.0,0.0,GBPJPY,,2064275434
608692118,627037905,2023-09-22,2023-09-22 12:02:24,1695384144709,1,1,0,627036487,0,0.02,181.65,-0.06,0.0,1.48,0.0,GBPJPY,,2064290525
608694715,627040703,2023-09-22,2023-09-22 12:25:17,1695385517796,0,0,0,627040703,1,0.02,181.475,-0.06,0.0,0.0,0.0,GBPJPY,,2064325593
608688287,627033600,2023-09-22,2023-09-22 11:30:50,1695382250255,0,0,0,627033600,0,0.02,181.823,-0.06,0.0,0.0,0.0,GBPJPY,,2064245532
608707907,627054958,2023-09-22,2023-09-22 14:07:15,1695391635765,1,1,0,627033941,1,0.02,181.668,-0.06,0.0,-0.84,0.0,GBPJPY,,2064456686
608770421,627121002,2023-09-22,2023-09-22 18:54:25,1695408865136,0,0,0,627121002,1,0.03,1928.77,-0.08,0.0,0.0,0.0,XAUUSD,,2065039469
608773268,627123961,2023-09-22,2023-09-22 19:18:09,1695410289354,1,0,0,627123961,1,0.03,1927.94,-0.08,0.0,0.0,0.0,XAUUSD,,2065065049
608771458,627122062,2023-09-22,2023-09-22 19:00:28,1695409228323,1,1,0,627121002,1,0.03,1927.57,-0.08,0.0,-3.38,0.0,XAUUSD,,2065049810
608774153,627124958,2023-09-22,2023-09-22 19:31:15,1695411075311,0,1,0,627123961,1,0.03,1926.91,-0.08,0.0,2.9,0.0,XAUUSD,,2065075870
608764105,627114279,2023-09-22,2023-09-22 18:02:57,1695405777397,1,1,0,627111448,1,0.02,1927.47,-0.06,0.0,-1.07,0.0,XAUUSD,,2064974472
608764059,627114226,2023-09-22,2023-09-22 18:02:45,1695405765638,1,1,0,627111448,1,0.01,1927.55,-0.03,0.0,-0.46,0.0,XAUUSD,,2064974059
608761441,627111448,2023-09-22,2023-09-22 17:50:04,1695405004084,0,0,0,627111448,1,0.03,1928.04,-0.08,0.0,0.0,0.0,XAUUSD,,2064944125
608707908,627054959,2023-09-22,2023-09-22 14:07:15,1695391635766,1,1,0,627040703,1,0.02,181.668,-0.06,0.0,2.45,0.0,GBPJPY,,2064456687
608566574,626898957,2023-09-21,2023-09-21 16:32:30,1695313950295,0,0,0,626898957,0,0.02,1916.24,-0.06,0.0,0.0,0.0,XAUUSD,,2062830060
608573004,626905671,2023-09-21,2023-09-21 16:48:57,1695314937755,0,1,0,626904300,0,0.01,1917.11,-0.03,0.0,1.35,0.0,XAUUSD,,2062888022
608572887,626905557,2023-09-21,2023-09-21 16:48:42,1695314922319,0,1,0,626904300,0,0.01,1917.17,-0.03,0.0,1.3,0.0,XAUUSD,,2062887297
608572698,626905355,2023-09-21,2023-09-21 16:48:10,1695314890429,0,1,0,626904000,0,0.02,1917.96,-0.06,0.0,-0.19,0.0,XAUUSD,,2062885926
608571658,626904300,2023-09-21,2023-09-21 16:45:48,1695314748771,1,0,0,626904300,0,0.02,1918.55,-0.06,0.0,0.0,0.0,XAUUSD,,2062876383
608571353,626904000,2023-09-21,2023-09-21 16:45:21,1695314721641,1,0,0,626904000,0,0.02,1917.86,-0.06,0.0,0.0,0.0,XAUUSD,,2062871794
608570966,626903596,2023-09-21,2023-09-21 16:44:29,1695314669865,1,0,0,626903596,0,0.02,181.489,-0.06,0.0,0.0,0.0,GBPJPY,,2062867507
608570154,626902769,2023-09-21,2023-09-21 16:41:37,1695314497412,1,1,0,626898957,0,0.02,1917.41,-0.06,0.0,2.2,0.0,XAUUSD,,2062858866
608493652,626823123,2023-09-21,2023-09-21 11:31:58,1695295918675,1,0,0,626823123,0,0.02,182.388,-0.06,0.0,0.0,0.0,GBPJPY,,2062024874
608561200,626892930,2023-09-21,2023-09-21 16:11:08,1695312668160,1,0,0,626892930,0,0.05,1913.97,-0.14,0.0,0.0,0.0,XAUUSD,,2062772381
608513468,626843227,2023-09-21,2023-09-21 12:59:19,1695301159988,0,1,0,626823123,1,0.02,182.077,-0.06,0.0,3.94,0.0,GBPJPY,,2062211739
608581114,626913969,2023-09-21,2023-09-21 17:09:20,1695316160736,1,0,0,626913969,0,0.02,1919.45,-0.06,0.0,0.0,0.0,XAUUSD,,2062979852
608477853,626806595,2023-09-21,2023-09-21 10:28:28,1695292108237,1,1,0,626802200,1,0.02,182.657,-0.06,0.0,-1.62,0.0,GBPJPY,,2061843878
608473835,626802200,2023-09-21,2023-09-21 10:04:09,1695290649881,0,0,0,626802200,1,0.02,182.785,-0.06,0.0,0.0,0.0,GBPJPY,,2061798547
608461455,626790533,2023-09-21,2023-09-21 08:15:10,1695284110398,1,1,0,626790170,1,0.02,182.822,-0.06,0.0,-0.03,0.0,GBPJPY,,2061659886
608461101,626790170,2023-09-21,2023-09-21 08:09:35,1695283775035,0,0,0,626790170,1,0.02,182.824,-0.06,0.0,0.0,0.0,GBPJPY,,2061655378
608576622,626909392,2023-09-21,2023-09-21 17:00:17,1695315617538,0,1,0,626903596,0,0.02,181.368,-0.06,0.0,1.54,0.0,GBPJPY,,2062925114
608562432,626894355,2023-09-21,2023-09-21 16:16:16,1695312976370,0,1,0,626892930,0,0.05,1915.12,-0.14,0.0,-5.4,0.0,XAUUSD,,2062786645
608582107,626915059,2023-09-21,2023-09-21 17:11:50,1695316310190,0,1,0,626913969,0,0.02,1919.23,-0.06,0.0,0.41,0.0,XAUUSD,,2062989945
608598296,626932541,2023-09-21,2023-09-21 18:07:30,1695319650690,1,0,0,626932541,1,0.02,181.265,-0.06,0.0,0.0,0.0,GBPJPY,,2063184901
608586028,626919350,2023-09-21,2023-09-21 17:22:31,1695316951120,0,0,0,626919350,0,0.02,1922.17,-0.06,0.0,0.0,0.0,XAUUSD,,2063036203
608612140,626947160,2023-09-21,2023-09-21 19:59:25,1695326365071,1,1,0,626941535,1,0.01,181.408,-0.03,0.0,0.46,0.0,GBPJPY,,2063338898
608606823,626941535,2023-09-21,2023-09-21 19:07:04,1695323224050,0,0,0,626941535,1,0.05,181.336,-0.14,0.0,0.0,0.0,GBPJPY,,2063278432
608606804,626941514,2023-09-21,2023-09-21 19:06:48,1695323208637,0,1,0,626940970,1,0.05,181.309,-0.14,0.0,-0.19,0.0,GBPJPY,,2063278160
608606284,626940970,2023-09-21,2023-09-21 19:00:32,1695322832530,1,0,0,626940970,1,0.05,181.303,-0.14,0.0,0.0,0.0,GBPJPY,,2063272446
608606015,626940655,2023-09-21,2023-09-21 18:59:10,1695322750688,0,1,0,626932541,1,0.02,181.305,-0.06,0.0,-0.51,0.0,GBPJPY,,2063268352
608606013,626940653,2023-09-21,2023-09-21 18:59:07,1695322747751,0,1,0,626928491,1,0.05,181.304,-0.14,0.0,-3.18,0.0,GBPJPY,,2063268223
